product,description,review,rating,price,num_ratings,num_reviews,ram_gb,storage_gb,display_inch,camera_mp,battery_mah,warranty_years
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,4 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera | 0.3MP Front Camera1750 mAh Battery1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"3,442 Ratings & 198 Reviews",4.1,1199.0,442.0,198.0,8.0,128.0,1.77,3.0,1750.0,1.0
"realme Narzo N65 5G (Gold, 128 GB)",4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year,960 Ratings & 50 Reviews,4.3,10874.0,960.0,50.0,4.0,128.0,6.67,50.0,5000.0,1.0
LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display1000 mAh Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,"13,172 Ratings & 570 Reviews",4.0,980.0,172.0,570.0,8.0,128.0,1.77,50.0,1000.0,1.0
"OPPO A3x 5G (Starry Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5100 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"2,150 Ratings & 93 Reviews",4.2,11499.0,150.0,93.0,4.0,64.0,6.67,8.0,5100.0,1.0
"Infinix Note 40 Pro 5G (Racing Grey, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7020 Processor1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"31,556 Ratings & 2,136 Reviews",4.2,18999.0,556.0,136.0,8.0,256.0,6.78,50.0,5000.0,1.0
"SAMSUNG Galaxy A16 5G (Gold, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,"1,077 Ratings & 70 Reviews",4.2,16999.0,77.0,70.0,8.0,128.0,6.7,50.0,5000.0,1.0
"vivo X200 Pro 5G (Cosmos Black, 512 GB)",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP + 50MP + 200MP | 32MP Front Camera6000 mAh BatteryDimensity 9400 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,682 Ratings & 174 Reviews,4.8,94999.0,682.0,174.0,16.0,512.0,6.78,50.0,6000.0,1.0
"realme 12x 5G (Woodland Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,04,042 Ratings & 4,905 Reviews",4.4,12499.0,42.0,905.0,6.0,128.0,6.72,50.0,5000.0,1.0
"realme 12x 5G (Twilight Purple, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,04,042 Ratings & 4,905 Reviews",4.4,12499.0,42.0,905.0,6.0,128.0,6.72,50.0,5000.0,1.0
"realme 12x 5G (Twilight Purple, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"51,449 Ratings & 1,891 Reviews",4.4,13499.0,449.0,891.0,8.0,128.0,6.72,50.0,5000.0,1.0
"Infinix GT 20 Pro (Mecha Blue, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,"14,069 Ratings & 1,091 Reviews",4.4,24999.0,69.0,91.0,8.0,256.0,6.78,50.0,5000.0,1.0
"Nokia 105 PSS, Keypad Mobile Phone with FM Radio, Memory Card Slot",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera1000 mAh Lithium Ion BatteryMTK6261D ProcessorNo Warranty on this Product,"9,188 Ratings & 578 Reviews",4.1,1699.0,188.0,578.0,8.0,128.0,1.77,50.0,1000.0,1.0
"IQOO Z9 LITE 5G (Mocha Brown, 128 GB)",4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 YEAR,"2,277 Ratings & 118 Reviews",4.2,10789.0,277.0,118.0,4.0,128.0,6.56,50.0,5000.0,1.0
LAVA LF9000,20 MB RAM | 20 MB ROM7.11 cm (2.8 inch) Display1.3MP Rear Camera2575 mAh BatteryNo warranty,592 Ratings & 34 Reviews,4.1,1699.0,592.0,34.0,8.0,128.0,2.8,3.0,2575.0,1.0
Jmax DELUXE -9,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer warranty,124 Ratings & 13 Reviews,4.0,580.0,124.0,13.0,8.0,128.0,1.8,3.0,1000.0,1.0
"realme GT 6T 5G (Fluid Silver, 512 GB)",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,946 Ratings & 89 Reviews,4.5,32990.0,946.0,89.0,12.0,512.0,6.78,50.0,5500.0,1.0
"SAMSUNG S24 5G (Onyx Black, 256 GB)",8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,489 Ratings & 52 Reviews,4.5,70999.0,489.0,52.0,8.0,256.0,6.2,50.0,4000.0,1.0
"POCO C61  - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"93,814 Ratings & 3,984 Reviews",4.2,5399.0,814.0,984.0,4.0,64.0,6.71,8.0,5000.0,1.0
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)",12 GB RAM | 512 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"1,015 Ratings & 126 Reviews",4.7,125999.0,15.0,126.0,12.0,512.0,6.9,50.0,5000.0,1.0
"SAMSUNG A16 5G (Blue Black, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,474 Ratings & 33 Reviews,4.2,15808.0,474.0,33.0,8.0,128.0,6.7,50.0,5000.0,1.0
"realme P3 Ultra 5G (Glowing Lunar White, 128 GB)",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,853 Ratings & 141 Reviews,4.4,26999.0,853.0,141.0,8.0,128.0,6.83,50.0,6000.0,1.0
"realme GT 6T 5G (Razor Green, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,946 Ratings & 89 Reviews,4.5,29576.0,946.0,89.0,12.0,256.0,6.78,50.0,5500.0,1.0
"realme 70 TURBO 5G (Turbo Yellow, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty,352 Ratings & 13 Reviews,4.3,19854.0,352.0,13.0,12.0,256.0,6.67,50.0,5000.0,1.0
"SAMSUNG Galaxy Z Fold5 (Icy Blue, 512 GB)",12 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Display50MP + 12MP + 10MP4400 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,421 Ratings & 24 Reviews,4.5,109990.0,421.0,24.0,12.0,512.0,6.2,50.0,4400.0,1.0
"Apple iPhone 16 Pro Max (White Titanium, 512 GB)","512 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",318 Ratings & 17 Reviews,4.6,155900.0,318.0,17.0,8.0,512.0,6.9,50.0,5000.0,1.0
Kechaoda K60,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera | 0.3MP Front Camera3600 mAh BatteryNO WARRANTY,"1,905 Ratings & 167 Reviews",4.0,1730.0,905.0,167.0,8.0,128.0,2.4,3.0,3600.0,1.0
"SAMSUNG Galaxy A16 5G (Light Green, 128 GB)",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,830 Ratings & 47 Reviews,4.1,15499.0,830.0,47.0,6.0,128.0,6.7,50.0,5000.0,1.0
"Google Pixel 7 (Snow, 128 GB)",8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 ProcessorNA,"18,283 Ratings & 2,026 Reviews",4.3,33999.0,283.0,26.0,8.0,128.0,6.3,50.0,4270.0,1.0
Kechaoda K115,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB3.66 cm (1.44 inch) QVGA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNA ProcessorNO WARRANTY,"39,285 Ratings & 2,591 Reviews",4.1,988.0,285.0,591.0,8.0,128.0,1.44,50.0,850.0,1.0
"POCO X7 Pro 5G (Yellow, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4,169 Ratings & 786 Reviews",4.3,25999.0,169.0,786.0,8.0,256.0,6.67,50.0,6550.0,1.0
"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"43,537 Ratings & 2,039 Reviews",4.2,9999.0,537.0,39.0,4.0,64.0,6.6,50.0,5000.0,1.0
"Infinix Note 40 Pro+ 5G (Obsidian Black, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera4600 mAh BatteryMediatek Dimensity 7020 Processor1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"4,252 Ratings & 354 Reviews",4.2,21999.0,252.0,354.0,12.0,256.0,6.78,50.0,4600.0,1.0
"realme 13 Pro 5G (Monet Gold, 512 GB)",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,710 Ratings & 55 Reviews,4.3,26999.0,710.0,55.0,12.0,512.0,6.7,50.0,5200.0,1.0
"itel A50C (Dawn Blue, 32 GB)",2 GB RAM | 32 GB ROM16.94 cm (6.67 inch) Display8MP Rear Camera4000 mAh Battery1 year manufacturer warranty,215 Ratings & 5 Reviews,4.2,5647.0,215.0,5.0,2.0,32.0,6.67,8.0,4000.0,1.0
"LAVA Yuva Star (GLOSSY LAVENDER, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A Processor1 Year Handset Warranty and 6 Months Warranty on Accessories,676 Ratings & 40 Reviews,4.1,6640.0,676.0,40.0,4.0,64.0,6.75,13.0,5000.0,1.0
"IQOO Z9 Lite 5G (Mocha Brown, 128 GB)",4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 YEAR,"2,277 Ratings & 118 Reviews",4.2,10503.0,277.0,118.0,4.0,128.0,6.56,50.0,5000.0,1.0
"POCO C65 (Matte Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"99,832 Ratings & 4,992 Reviews",4.3,8499.0,832.0,992.0,4.0,128.0,6.74,50.0,5000.0,1.0
"POCO C65 (Matte Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"29,607 Ratings & 1,440 Reviews",4.3,9499.0,607.0,440.0,6.0,128.0,6.74,50.0,5000.0,1.0
"Apple iPhone 14 (Midnight, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","2,54,421 Ratings & 9,875 Reviews",4.6,64999.0,421.0,875.0,8.0,256.0,6.1,50.0,5000.0,1.0
"vivo X200 5G (Cosmos Black, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera5800 mAh BatteryDimensity 9400 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,671 Ratings & 144 Reviews,4.7,65999.0,671.0,144.0,12.0,256.0,6.67,50.0,5800.0,1.0
"LAVA Yuva Star (Glossy Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc SC9863A Processor1 Year Handset Warranty and 6 Months Warranty on Accessories,676 Ratings & 40 Reviews,4.1,6749.0,676.0,40.0,4.0,64.0,6.75,13.0,5000.0,1.0
"realme GT 6T 5G (Fluid Silver, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,"2,518 Ratings & 191 Reviews",4.5,25275.0,518.0,191.0,8.0,128.0,6.78,50.0,5500.0,1.0
"Apple iPhone 14 Plus (Midnight, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","38,237 Ratings & 2,036 Reviews",4.6,69900.0,237.0,36.0,8.0,128.0,6.7,50.0,5000.0,1.0
"REDMI 13c 5G (Startrail Green, 128 GB)",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,"37,707 Ratings & 1,625 Reviews",4.3,11179.0,707.0,625.0,6.0,128.0,6.74,50.0,5000.0,1.0
"vivo X200 5G (Cosmos Black, 512 GB)",16 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera5800 mAh BatteryDimensity 9400 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,149 Ratings & 20 Reviews,4.7,71999.0,149.0,20.0,16.0,512.0,6.67,50.0,5800.0,1.0
"IQOO Z9S PRO 5G (Luxe Marble, 256 GB)",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 YEAR,366 Ratings & 28 Reviews,4.5,32000.0,366.0,28.0,12.0,256.0,6.77,50.0,5500.0,1.0
"SAMSUNG Galaxy M15 5G (Blue Topaz, 128 GB)",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories.,"3,259 Ratings & 150 Reviews",4.3,13499.0,259.0,150.0,6.0,128.0,6.5,50.0,6000.0,1.0
"OPPO A3 Pro 5G (Moonlight Purple, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 2MP | 8MP Front Camera5100 mAh BatteryDimensity 6300 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,986 Ratings & 89 Reviews",4.3,16999.0,986.0,89.0,8.0,128.0,6.67,50.0,5100.0,1.0
"Google Pixel 9 Pro (Obsidian, 256 GB)",16 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP + 48MP | 42MP Front Camera4700 mAh BatteryG4 Tensor Chip Processor1 Year Domestic Warranty,341 Ratings & 51 Reviews,4.6,99999.0,341.0,51.0,16.0,256.0,6.3,50.0,4700.0,1.0
Kechaoda K9,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.,"3,474 Ratings & 288 Reviews",4.1,1167.0,474.0,288.0,8.0,128.0,2.4,3.0,1700.0,1.0
"IQOO Z9s Pro 5G (Luxe Marble, 128 GB)",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 Year on Handset and 6 Months on Accessories,"2,079 Ratings & 139 Reviews",4.5,23679.0,79.0,139.0,8.0,128.0,6.77,50.0,5500.0,1.0
"REDMI 14C 5G (Stardust Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,740 Ratings & 52 Reviews,4.2,9985.0,740.0,52.0,4.0,64.0,6.88,50.0,5160.0,1.0
"REDMI 14C 5G (Starlight Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,740 Ratings & 52 Reviews,4.2,9990.0,740.0,52.0,4.0,64.0,6.88,50.0,5160.0,1.0
"SAMSUNG Galaxy S23 Ultra 5G (Green, 256 GB)",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"3,330 Ratings & 305 Reviews",4.6,149999.0,330.0,305.0,12.0,256.0,6.8,50.0,5000.0,1.0
"realme Narzo N65 5G (Deep Green, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year,153 Ratings & 8 Reviews,4.1,12899.0,153.0,8.0,8.0,128.0,6.67,50.0,5000.0,1.0
"Tecno Spark 30C 5G (Azure Sky, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,327 Ratings & 16 Reviews,4.3,9999.0,327.0,16.0,4.0,64.0,6.67,48.0,5000.0,1.0
itel Ace 3 Shine,4 MB RAM | 4 MB ROM4.57 cm (1.8 inch) Display1000 mAh Battery1 year manufacturer Warranty,709 Ratings & 22 Reviews,4.0,899.0,709.0,22.0,8.0,128.0,1.8,50.0,1000.0,1.0
"vivo X200 Pro 5G (Titanium Grey, 512 GB)",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP + 50MP + 200MP | 32MP Front Camera6000 mAh BatteryDimensity 9400 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,682 Ratings & 174 Reviews,4.8,94999.0,682.0,174.0,16.0,512.0,6.78,50.0,6000.0,1.0
ringme R1 CIRCLE,32 MB RAM | 32 MB ROM3.56 cm (1.4 inch) Display0.3MP Rear Camera1000 mAh Battery3 Months Manufacturer Defect Warranty,27 Ratings & 2 Reviews,4.2,999.0,27.0,2.0,8.0,128.0,1.4,3.0,1000.0,1.0
"Google Pixel 9 Pro (Porcelain, 256 GB)",16 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP + 48MP | 42MP Front Camera4700 mAh BatteryG4 Tensor Chip Processor1 Year Domestic Warranty,341 Ratings & 51 Reviews,4.6,99999.0,341.0,51.0,16.0,256.0,6.3,50.0,4700.0,1.0
"REDMI 13c 5G (Startrail Silver, 128 GB)",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,"37,707 Ratings & 1,625 Reviews",4.3,12989.0,707.0,625.0,6.0,128.0,6.74,50.0,5000.0,1.0
"SAMSUNG Galaxy Z Fold5 (Icy Blue, 256 GB)",12 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Display50MP + 12MP + 10MP4400 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,421 Ratings & 24 Reviews,4.5,104999.0,421.0,24.0,12.0,256.0,6.2,50.0,4400.0,1.0
"POCO F6 5G (Black, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"6,358 Ratings & 633 Reviews",4.3,24999.0,358.0,633.0,12.0,256.0,6.67,50.0,5000.0,1.0
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"18,077 Ratings & 1,613 Reviews",4.3,22499.0,77.0,613.0,8.0,256.0,6.67,50.0,5000.0,1.0
"Google Pixel 9 Pro XL (Obsidian, 256 GB)",16 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,640 Ratings & 58 Reviews,4.6,114999.0,640.0,58.0,16.0,256.0,6.8,50.0,5060.0,1.0
itel Power 120 | 2 inch Big Display | 2500 mAh Battery | Kingvoice,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Quarter QVGA Display0.3MP + 0MP2500 mAh BatteryUnisco Processor1 year manufacturer Warranty,566 Ratings & 40 Reviews,4.2,1269.0,566.0,40.0,8.0,128.0,6.68,50.0,2500.0,1.0
"Nokia 150 Dual Sim Keypad Phone, Rear Camera, Long Lasting Battery Life and FM Radio",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera | 0MP Front Camera1450 mAh Battery6261D Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,"2,679 Ratings & 199 Reviews",3.5,2609.0,679.0,199.0,8.0,128.0,2.4,3.0,1450.0,1.0
"Apple iPhone 16 Pro Max (Black Titanium, 1 TB)","1 TB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",318 Ratings & 17 Reviews,4.6,175900.0,318.0,17.0,8.0,128.0,6.9,50.0,5000.0,1.0
"SAMSUNG galaxy M15 5G (Blue Topaz, 128 GB)",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryMediaTek ProcessorDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories.,138 Ratings & 9 Reviews,4.2,13947.0,138.0,9.0,8.0,128.0,6.5,50.0,6000.0,1.0
"REDMI Note 14 5G (Mystique White, 128 GB)",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5110 mAh Battery1 Year,"1,014 Ratings & 54 Reviews",4.4,17199.0,14.0,54.0,6.0,128.0,6.67,50.0,5110.0,1.0
"OnePlus 12 (Flowy Emerald, 256 GB)",12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty,"1,269 Ratings & 100 Reviews",4.6,55900.0,269.0,100.0,12.0,256.0,6.82,64.0,5400.0,1.0
"Tecno Spark 30C 5G (Aurora Cloud, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,327 Ratings & 16 Reviews,4.3,9999.0,327.0,16.0,4.0,64.0,6.67,48.0,5000.0,1.0
"LAVA Yuva 5G (Mystic Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display50MP Rear Camera5000 mAh BatteryUnisoc T750 Processor1 year manufacturer Warranty,155 Ratings & 11 Reviews,4.2,8612.0,155.0,11.0,4.0,64.0,6.53,50.0,5000.0,1.0
"realme GT 6T 5G (Miracle Purple, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,"2,518 Ratings & 191 Reviews",4.5,27209.0,518.0,191.0,8.0,256.0,6.78,50.0,5500.0,1.0
Nokia 3210 4G,64 MB RAM | 128 MB ROM6.1 cm (2.4 inch) Display2MP Rear Camera1450 mAh Battery1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,777 Ratings & 76 Reviews,4.1,3693.0,777.0,76.0,8.0,128.0,2.4,2.0,1450.0,1.0
